Name,Self CPU Time (μs),CPU Time (μs),Self CUDA Time (μs),CUDA Time (μs),Count
ProfilerStep*,157.6569999999997,1924.715,0,0,1
aten::item,1.358000000000004,1.5889999999999986,0,0,1
aten::_local_scalar_dense,0.23099999999999454,0.23099999999999454,0,0,1
enumerate(DataLoader)#_SingleProcessDataLoaderIter.__next__,260.41600000000017,423.09899999999993,0,0,1
aten::select,7.213999999999999,7.8489999999999895,0,0,1
aten::as_strided,0.6349999999999909,0.6349999999999909,0,0,1
aten::select,1.2239999999999895,1.4989999999999952,0,0,1
aten::as_strided,0.2750000000000057,0.2750000000000057,0,0,1
aten::select,1.288000000000011,1.5870000000000175,0,0,1
aten::as_strided,0.2990000000000066,0.2990000000000066,0,0,1
aten::select,0.9239999999999782,1.0769999999999982,0,0,1
aten::as_strided,0.15300000000002,0.15300000000002,0,0,1
aten::select,1.8540000000000418,2.032000000000039,0,0,1
aten::as_strided,0.17799999999999727,0.17799999999999727,0,0,1
aten::select,0.8550000000000182,1.0190000000000055,0,0,1
aten::as_strided,0.16399999999998727,0.16399999999998727,0,0,1
aten::select,0.9429999999999836,1.1509999999999536,0,0,1
aten::as_strided,0.20799999999997,0.20799999999997,0,0,1
aten::select,1.2870000000000346,1.625,0,0,1
aten::as_strided,0.33799999999996544,0.33799999999996544,0,0,1
aten::select,1.4429999999999836,1.5840000000000032,0,0,1
aten::as_strided,0.14100000000001955,0.14100000000001955,0,0,1
aten::select,0.8509999999999991,1.031000000000006,0,0,1
aten::as_strided,0.18000000000000682,0.18000000000000682,0,0,1
aten::select,1.011000000000024,1.413000000000011,0,0,1
aten::as_strided,0.4019999999999868,0.4019999999999868,0,0,1
aten::select,0.8649999999999523,1.085999999999956,0,0,1
aten::as_strided,0.22100000000000364,0.22100000000000364,0,0,1
aten::select,1.2040000000000077,1.3969999999999914,0,0,1
aten::as_strided,0.19299999999998363,0.19299999999998363,0,0,1
aten::select,0.8159999999999741,0.9879999999999995,0,0,1
aten::as_strided,0.17200000000002547,0.17200000000002547,0,0,1
aten::select,12.338999999999942,12.526999999999987,0,0,1
aten::as_strided,0.18800000000004502,0.18800000000004502,0,0,1
aten::select,1.8700000000000045,2.2860000000000014,0,0,1
aten::as_strided,0.4159999999999968,0.4159999999999968,0,0,1
aten::select,1.4280000000000541,1.6690000000000396,0,0,1
aten::as_strided,0.24099999999998545,0.24099999999998545,0,0,1
aten::select,1.115000000000009,1.454999999999984,0,0,1
aten::as_strided,0.339999999999975,0.339999999999975,0,0,1
aten::select,1.2450000000000045,1.4769999999999754,0,0,1
aten::as_strided,0.2319999999999709,0.2319999999999709,0,0,1
aten::select,1.0690000000000168,1.2769999999999868,0,0,1
aten::as_strided,0.20799999999997,0.20799999999997,0,0,1
aten::select,1.1709999999999923,1.365000000000009,0,0,1
aten::as_strided,0.19400000000001683,0.19400000000001683,0,0,1
aten::select,1.1709999999999923,1.384999999999991,0,0,1
aten::as_strided,0.21399999999999864,0.21399999999999864,0,0,1
aten::select,1.271000000000015,1.5,0,0,1
aten::as_strided,0.228999999999985,0.228999999999985,0,0,1
aten::select,1.160000000000025,1.358000000000004,0,0,1
aten::as_strided,0.19799999999997908,0.19799999999997908,0,0,1
aten::select,1.1890000000000214,1.490000000000009,0,0,1
aten::as_strided,0.3009999999999877,0.3009999999999877,0,0,1
aten::select,1.1200000000000045,1.4069999999999823,0,0,1
aten::as_strided,0.2869999999999777,0.2869999999999777,0,0,1
aten::select,1.26400000000001,1.483000000000004,0,0,1
aten::as_strided,0.2189999999999941,0.2189999999999941,0,0,1
aten::select,1.0670000000000073,1.2909999999999968,0,0,1
aten::as_strided,0.22399999999998954,0.22399999999998954,0,0,1
aten::select,1.1809999999999832,1.3929999999999723,0,0,1
aten::as_strided,0.21199999999998909,0.21199999999998909,0,0,1
aten::select,1.1619999999999777,1.419999999999959,0,0,1
aten::as_strided,0.25799999999998136,0.25799999999998136,0,0,1
aten::select,1.156000000000006,1.4150000000000205,0,0,1
aten::as_strided,0.25900000000001455,0.25900000000001455,0,0,1
aten::select,1.11099999999999,1.3489999999999895,0,0,1
aten::as_strided,0.23799999999999955,0.23799999999999955,0,0,1
aten::select,1.1890000000000214,1.535000000000025,0,0,1
aten::as_strided,0.34600000000000364,0.34600000000000364,0,0,1
aten::select,1.049000000000035,1.23599999999999,0,0,1
aten::as_strided,0.18699999999995498,0.18699999999995498,0,0,1
aten::select,1.1680000000000064,1.4219999999999686,0,0,1
aten::as_strided,0.25399999999996226,0.25399999999996226,0,0,1
aten::select,1.0,1.1759999999999877,0,0,1
aten::as_strided,0.17599999999998772,0.17599999999998772,0,0,1
aten::select,1.1179999999999382,1.3069999999999595,0,0,1
aten::as_strided,0.18900000000002137,0.18900000000002137,0,0,1
aten::select,0.9959999999999241,1.1719999999999686,0,0,1
aten::as_strided,0.17600000000004457,0.17600000000004457,0,0,1
aten::select,1.113999999999976,1.3449999999999704,0,0,1
