Name,Self CPU Time (μs),CPU Time (μs),Self CUDA Time (μs),CUDA Time (μs),Count
ProfilerStep*,317.9940000000006,3308.32,0,0,1
aten::item,2.560000000000059,3.140000000000043,0,0,1
aten::_local_scalar_dense,0.5799999999999841,0.5799999999999841,0,0,1
enumerate(DataLoader)#_SingleProcessDataLoaderIter.__next__,313.76999999999987,546.9680000000001,0,0,1
aten::select,25.574999999999932,27.033999999999992,0,0,1
aten::as_strided,1.45900000000006,1.45900000000006,0,0,1
aten::select,1.5150000000001,1.7789999999999964,0,0,1
aten::as_strided,0.2639999999998963,0.2639999999998963,0,0,1
aten::select,1.5790000000000646,1.8920000000000528,0,0,1
aten::as_strided,0.3129999999999882,0.3129999999999882,0,0,1
aten::select,1.0450000000000728,1.2000000000000455,0,0,1
aten::as_strided,0.15499999999997272,0.15499999999997272,0,0,1
aten::select,1.3080000000001064,1.4610000000000127,0,0,1
aten::as_strided,0.15299999999990632,0.15299999999990632,0,0,1
aten::select,0.8810000000000855,1.0360000000000582,0,0,1
aten::as_strided,0.15499999999997272,0.15499999999997272,0,0,1
aten::select,1.120999999999981,1.350999999999999,0,0,1
aten::as_strided,0.2300000000000182,0.2300000000000182,0,0,1
aten::select,1.1650000000000773,1.4610000000000127,0,0,1
aten::as_strided,0.2959999999999354,0.2959999999999354,0,0,1
aten::select,1.5500000000000682,1.7440000000000282,0,0,1
aten::as_strided,0.19399999999995998,0.19399999999995998,0,0,1
aten::select,1.1879999999999882,1.4279999999999973,0,0,1
aten::as_strided,0.2400000000000091,0.2400000000000091,0,0,1
aten::select,1.19500000000005,1.4180000000000064,0,0,1
aten::as_strided,0.22299999999995634,0.22299999999995634,0,0,1
aten::select,0.9919999999999618,1.3309999999999036,0,0,1
aten::as_strided,0.3389999999999418,0.3389999999999418,0,0,1
aten::select,1.1189999999999145,1.3379999999999654,0,0,1
aten::as_strided,0.21900000000005093,0.21900000000005093,0,0,1
aten::select,1.053000000000111,1.3400000000000318,0,0,1
aten::as_strided,0.2869999999999209,0.2869999999999209,0,0,1
aten::select,1.0880000000000791,1.3330000000000837,0,0,1
aten::as_strided,0.24500000000000455,0.24500000000000455,0,0,1
aten::select,1.0830000000000837,1.3500000000000227,0,0,1
aten::as_strided,0.26699999999993906,0.26699999999993906,0,0,1
aten::select,1.09800000000007,1.3350000000000364,0,0,1
aten::as_strided,0.23699999999996635,0.23699999999996635,0,0,1
aten::select,1.0680000000000973,1.316000000000031,0,0,1
aten::as_strided,0.2479999999999336,0.2479999999999336,0,0,1
aten::select,1.2289999999999281,1.4549999999999272,0,0,1
aten::as_strided,0.2259999999999991,0.2259999999999991,0,0,1
aten::select,1.1830000000001064,1.5070000000000618,0,0,1
aten::as_strided,0.32399999999995543,0.32399999999995543,0,0,1
aten::select,1.227999999999838,1.4689999999999372,0,0,1
aten::as_strided,0.24100000000009913,0.24100000000009913,0,0,1
aten::select,1.3590000000000373,1.6280000000000427,0,0,1
aten::as_strided,0.26900000000000546,0.26900000000000546,0,0,1
aten::select,1.4080000000000155,1.6539999999999964,0,0,1
aten::as_strided,0.2459999999999809,0.2459999999999809,0,0,1
aten::select,1.0370000000000346,1.4320000000000164,0,0,1
aten::as_strided,0.3949999999999818,0.3949999999999818,0,0,1
aten::select,1.4930000000000518,1.740000000000009,0,0,1
aten::as_strided,0.24699999999995725,0.24699999999995725,0,0,1
aten::select,1.1479999999999109,1.6309999999999718,0,0,1
aten::as_strided,0.48300000000006094,0.48300000000006094,0,0,1
aten::select,1.2269999999999754,1.6200000000000045,0,0,1
aten::as_strided,0.3930000000000291,0.3930000000000291,0,0,1
aten::select,1.1460000000000719,1.4519999999999982,0,0,1
aten::as_strided,0.30599999999992633,0.30599999999992633,0,0,1
aten::select,1.2160000000001219,1.525000000000091,0,0,1
aten::as_strided,0.3089999999999691,0.3089999999999691,0,0,1
aten::select,1.0190000000000055,1.2620000000000573,0,0,1
aten::as_strided,0.24300000000005184,0.24300000000005184,0,0,1
aten::select,1.3789999999999054,1.6299999999999955,0,0,1
aten::as_strided,0.25100000000009004,0.25100000000009004,0,0,1
aten::select,1.2100000000000364,1.5670000000000073,0,0,1
aten::as_strided,0.3569999999999709,0.3569999999999709,0,0,1
aten::select,1.2900000000000773,1.59800000000007,0,0,1
aten::as_strided,0.3079999999999927,0.3079999999999927,0,0,1
aten::select,0.9930000000000518,1.4500000000000455,0,0,1
aten::as_strided,0.45699999999999363,0.45699999999999363,0,0,1
aten::select,1.1359999999999673,1.4329999999999927,0,0,1
aten::as_strided,0.29700000000002547,0.29700000000002547,0,0,1
aten::select,1.0699999999999363,1.4089999999999918,0,0,1
aten::as_strided,0.3390000000000555,0.3390000000000555,0,0,1
aten::select,1.1759999999999309,1.4049999999999727,0,0,1
aten::as_strided,0.22900000000004184,0.22900000000004184,0,0,1
aten::select,1.01400000000001,1.3260000000000218,0,0,1
aten::as_strided,0.3120000000000118,0.3120000000000118,0,0,1
aten::select,1.17999999999995,1.4389999999999645,0,0,1
aten::as_strided,0.25900000000001455,0.25900000000001455,0,0,1
aten::select,1.1449999999999818,1.3899999999999864,0,0,1
aten::as_strided,0.24500000000000455,0.24500000000000455,0,0,1
aten::select,1.33299999999997,1.5489999999999782,0,0,1
aten::as_strided,0.21600000000000819,0.21600000000000819,0,0,1
